연도,일시,측정소,PM2.5
4,01-24 03:00,공주,0.078427345
4,01-24 04:00,공주,0.081546254
4,01-24 05:00,공주,0.081546254
4,01-24 06:00,공주,0.081546254
4,01-24 07:00,공주,0.081546254
4,01-24 08:00,공주,0.081546254
4,01-24 09:00,공주,0.081546254
4,01-24 10:00,공주,0.082261026
4,01-24 11:00,공주,0.082261026
4,01-24 12:00,공주,0.082261026
4,01-24 13:00,공주,0.082261026
4,01-24 14:00,공주,0.082261026
4,01-24 15:00,공주,0.082261026
4,01-24 16:00,공주,0.082261026
4,01-24 17:00,공주,0.082261026
4,01-24 18:00,공주,0.082261026
4,01-24 19:00,공주,0.082261026
4,01-24 20:00,공주,0.082261026
4,01-24 21:00,공주,0.082261026
4,01-24 22:00,공주,0.082261026
4,01-24 23:00,공주,0.082261026
4,01-25 00:00,공주,0.08358437
4,01-25 01:00,공주,0.084042035
4,01-25 02:00,공주,0.084042035
4,01-25 03:00,공주,0.08486401
4,01-25 04:00,공주,0.08486401
4,01-25 05:00,공주,0.08486401
4,01-25 06:00,공주,0.08486401
4,01-25 07:00,공주,0.08486401
4,01-25 08:00,공주,0.08486401
4,01-25 09:00,공주,0.08486401
4,01-25 10:00,공주,0.08486401
4,01-25 11:00,공주,0.08486401
4,01-25 12:00,공주,0.08486401
4,01-25 13:00,공주,0.08486401
4,01-25 14:00,공주,0.08712274
4,01-25 15:00,공주,0.08712274
4,01-25 16:00,공주,0.08712274
4,01-25 17:00,공주,0.08712274
4,01-25 18:00,공주,0.08712274
4,01-25 19:00,공주,0.08712274
4,01-25 20:00,공주,0.08760336
4,01-25 21:00,공주,0.08760336
4,01-25 22:00,공주,0.08760336
4,01-25 23:00,공주,0.08760336
4,01-28 00:00,공주,0.07820775
4,01-28 01:00,공주,0.07820775
4,01-28 02:00,공주,0.07820775
4,01-28 03:00,공주,0.07820775
4,01-28 04:00,공주,0.07820775
4,01-28 05:00,공주,0.07909563
4,01-28 06:00,공주,0.07909563
4,01-28 07:00,공주,0.07881749
4,01-28 08:00,공주,0.07881749
4,01-28 09:00,공주,0.07881749
4,01-28 10:00,공주,0.07881749
4,01-28 11:00,공주,0.07881749
4,01-28 12:00,공주,0.07881749
4,01-28 13:00,공주,0.07881749
4,01-28 14:00,공주,0.07881749
4,01-28 15:00,공주,0.07881749
4,01-28 16:00,공주,0.079948746
4,01-28 17:00,공주,0.079948746
4,01-28 18:00,공주,0.08024486
4,01-28 19:00,공주,0.08024486
4,01-28 20:00,공주,0.08024486
4,01-28 21:00,공주,0.08024486
4,01-28 22:00,공주,0.08024486
4,01-28 23:00,공주,0.08024486
4,01-29 00:00,공주,0.08024486
4,01-29 01:00,공주,0.08024486
4,01-29 02:00,공주,0.08024486
4,01-29 03:00,공주,0.08024486
4,01-29 04:00,공주,0.08024486
4,01-29 05:00,공주,0.08024486
4,01-29 06:00,공주,0.08024486
4,01-29 07:00,공주,0.08024486
4,01-29 08:00,공주,0.08024486
4,01-29 09:00,공주,0.080496185
4,01-29 10:00,공주,0.080496185
4,01-29 11:00,공주,0.080729775
4,01-29 12:00,공주,0.080729775
4,01-29 13:00,공주,0.081941314
4,01-29 14:00,공주,0.081941314
4,01-29 15:00,공주,0.081941314
4,01-29 16:00,공주,0.081941314
4,01-29 17:00,공주,0.081941314
4,01-29 18:00,공주,0.081941314
4,01-29 19:00,공주,0.081941314
4,01-29 20:00,공주,0.081095
4,01-29 21:00,공주,0.081095
4,01-29 22:00,공주,0.081095
4,01-29 23:00,공주,0.081095
4,01-30 00:00,공주,0.081095
4,01-30 01:00,공주,0.081095
4,01-30 02:00,공주,0.081095
4,01-30 03:00,공주,0.081095
4,01-30 04:00,공주,0.08360703
4,01-30 05:00,공주,0.08360703
4,01-30 06:00,공주,0.08360703
4,01-30 07:00,공주,0.08360703
4,01-30 08:00,공주,0.08360703
4,01-30 09:00,공주,0.08360703
4,01-30 10:00,공주,0.08360703
4,01-30 11:00,공주,0.08360703
4,01-30 12:00,공주,0.08672594
4,01-30 13:00,공주,0.08672594
4,01-30 14:00,공주,0.08672594
4,01-30 15:00,공주,0.08672594
4,01-30 16:00,공주,0.08672594
4,01-30 17:00,공주,0.08672594
4,01-30 18:00,공주,0.08672594
4,01-30 19:00,공주,0.08672594
4,01-30 20:00,공주,0.087440714
4,01-30 21:00,공주,0.087440714
4,01-30 22:00,공주,0.087440714
4,01-30 23:00,공주,0.087440714
4,02-02 00:00,공주,0.08012618
4,02-02 01:00,공주,0.08012618
4,02-02 02:00,공주,0.08012618
4,02-02 03:00,공주,0.08012618
4,02-02 04:00,공주,0.08012618
4,02-02 05:00,공주,0.08053241
4,02-02 06:00,공주,0.08131641
4,02-02 07:00,공주,0.08131641
4,02-02 08:00,공주,0.08088417
4,02-02 09:00,공주,0.08088417
4,02-02 10:00,공주,0.0799024
4,02-02 11:00,공주,0.0799024
4,02-02 12:00,공주,0.0789009
4,02-02 13:00,공주,0.0789009
4,02-02 14:00,공주,0.0789009
4,02-02 15:00,공주,0.07936701
4,02-02 16:00,공주,0.07936701
4,02-02 17:00,공주,0.07936701
4,02-02 18:00,공주,0.07936701
4,02-02 19:00,공주,0.07786142
4,02-02 20:00,공주,0.07786142
4,02-02 21:00,공주,0.07786142
4,02-02 22:00,공주,0.07786142
4,02-02 23:00,공주,0.07786142
4,02-03 00:00,공주,0.07786142
4,02-03 01:00,공주,0.07786142
4,02-03 02:00,공주,0.07786142
4,02-03 03:00,공주,0.07786142
4,02-03 04:00,공주,0.07786142
4,02-03 05:00,공주,0.07786142
4,02-03 06:00,공주,0.07786142
4,02-03 07:00,공주,0.07786142
4,02-03 08:00,공주,0.077503696
4,02-03 09:00,공주,0.077503696
4,02-03 10:00,공주,0.0768559
4,02-03 11:00,공주,0.0768559
4,02-03 12:00,공주,0.0768559
4,02-03 13:00,공주,0.0768559
4,02-03 14:00,공주,0.0768559
4,02-03 15:00,공주,0.0768559
4,02-03 16:00,공주,0.0768559
4,02-03 17:00,공주,0.07658088
4,02-03 18:00,공주,0.07658088
4,02-03 19:00,공주,0.07622344
4,02-03 20:00,공주,0.07622344
4,02-03 21:00,공주,0.07622344
4,02-03 22:00,공주,0.07622344
4,02-03 23:00,공주,0.07622344
4,02-04 00:00,공주,0.07622344
4,02-04 01:00,공주,0.07622344
4,02-04 02:00,공주,0.075668976
4,02-04 03:00,공주,0.075668976
4,02-04 04:00,공주,0.074942715
4,02-04 05:00,공주,0.074942715
4,02-04 06:00,공주,0.074942715
4,02-04 07:00,공주,0.074942715
4,02-04 08:00,공주,0.074942715
4,02-04 09:00,공주,0.074942715
4,02-04 10:00,공주,0.074942715
4,02-04 11:00,공주,0.074942715
4,02-04 12:00,공주,0.074942715
4,02-04 13:00,공주,0.072173454
4,02-04 14:00,공주,0.071801946
4,02-04 15:00,공주,0.071801946
4,02-04 16:00,공주,0.071801946
4,02-04 17:00,공주,0.071801946
4,02-04 18:00,공주,0.071801946
4,02-04 19:00,공주,0.071801946
4,02-04 20:00,공주,0.071801946
4,02-04 21:00,공주,0.070943296
4,02-04 22:00,공주,0.070243895
4,02-04 23:00,공주,0.070243895
4,02-07 00:00,공주,0.07470378
4,02-07 01:00,공주,0.07591532
4,02-07 02:00,공주,0.07591532
4,02-07 03:00,공주,0.07591532
4,02-07 04:00,공주,0.07591532
4,02-07 05:00,공주,0.07591532
4,02-07 06:00,공주,0.07591532
4,02-07 07:00,공주,0.07591532
4,02-07 08:00,공주,0.07591532
4,02-07 09:00,공주,0.07591532
4,02-07 10:00,공주,0.07591532
4,02-07 11:00,공주,0.07591532
4,02-07 12:00,공주,0.07591532
4,02-07 13:00,공주,0.07591532
4,02-07 14:00,공주,0.07591532
4,02-07 15:00,공주,0.07591532
4,02-07 16:00,공주,0.07591532
4,02-07 17:00,공주,0.07591532
4,02-07 18:00,공주,0.07591532
4,02-07 19:00,공주,0.07591532
4,02-07 20:00,공주,0.07591532
4,02-07 21:00,공주,0.07591532
4,02-07 22:00,공주,0.07591532
4,02-07 23:00,공주,0.07591532
4,02-08 00:00,공주,0.07591532
4,02-08 01:00,공주,0.07591532
4,02-08 02:00,공주,0.07591532
4,02-08 03:00,공주,0.07591532
4,02-08 04:00,공주,0.07591532
4,02-08 05:00,공주,0.07591532
4,02-08 06:00,공주,0.07591532
4,02-08 07:00,공주,0.07591532
4,02-08 08:00,공주,0.07591532
4,02-08 09:00,공주,0.07591532
4,02-08 10:00,공주,0.07591532
4,02-08 11:00,공주,0.07591532
4,02-08 12:00,공주,0.07591532
4,02-08 13:00,공주,0.07591532
4,02-08 14:00,공주,0.07591532
4,02-08 15:00,공주,0.07591532
4,02-08 16:00,공주,0.07767516
4,02-08 17:00,공주,0.078427345
4,02-08 18:00,공주,0.078427345
4,02-08 19:00,공주,0.078427345
4,02-08 20:00,공주,0.078427345
4,02-08 21:00,공주,0.078427345
4,02-08 22:00,공주,0.078427345
4,02-08 23:00,공주,0.078427345
4,02-09 00:00,공주,0.078427345
4,02-09 01:00,공주,0.078427345
4,02-09 02:00,공주,0.078427345
4,02-09 03:00,공주,0.078427345
4,02-09 04:00,공주,0.078427345
4,02-09 05:00,공주,0.078427345
4,02-09 06:00,공주,0.078427345
4,02-09 07:00,공주,0.078427345
4,02-09 08:00,공주,0.078427345
4,02-09 09:00,공주,0.078427345
4,02-09 10:00,공주,0.07898174
4,02-09 11:00,공주,0.07898174
4,02-09 12:00,공주,0.07898174
4,02-09 13:00,공주,0.07898174
4,02-09 14:00,공주,0.08210065
4,02-09 15:00,공주,0.08210065
4,02-09 16:00,공주,0.082807556
4,02-09 17:00,공주,0.082807556
4,02-09 18:00,공주,0.082807556
4,02-09 19:00,공주,0.0833962
4,02-09 20:00,공주,0.0833962
4,02-09 21:00,공주,0.0833962
4,02-09 22:00,공주,0.0833962
4,02-09 23:00,공주,0.0833962
4,02-12 00:00,공주,0.056784187
4,02-12 01:00,공주,0.056784187
4,02-12 02:00,공주,0.056784187
4,02-12 03:00,공주,0.056784187
4,02-12 04:00,공주,0.056784187
4,02-12 05:00,공주,0.056784187
4,02-12 06:00,공주,0.056784187
4,02-12 07:00,공주,0.056784187
4,02-12 08:00,공주,0.056784187
4,02-12 09:00,공주,0.056784187
4,02-12 10:00,공주,0.056784187
4,02-12 11:00,공주,0.056851067
4,02-12 12:00,공주,0.057518743
4,02-12 13:00,공주,0.057518743
4,02-12 14:00,공주,0.05821246
4,02-12 15:00,공주,0.058355805
4,02-12 16:00,공주,0.058355805
4,02-12 17:00,공주,0.058355805
4,02-12 18:00,공주,0.058948714
4,02-12 19:00,공주,0.059513193
4,02-12 20:00,공주,0.059513193
4,02-12 21:00,공주,0.059513193
4,02-12 22:00,공주,0.06108308
4,02-12 23:00,공주,0.06108308
4,02-13 00:00,공주,0.06219946
4,02-13 01:00,공주,0.06370505
4,02-13 02:00,공주,0.06370505
4,02-13 03:00,공주,0.06407776
4,02-13 04:00,공주,0.06407776
4,02-13 05:00,공주,0.06505953
4,02-13 06:00,공주,0.06686534
4,02-13 07:00,공주,0.06686534
4,02-13 08:00,공주,0.06686534
4,02-13 09:00,공주,0.06799659
4,02-13 10:00,공주,0.06959993
4,02-13 11:00,공주,0.06959993
4,02-13 12:00,공주,0.069971435
4,02-13 13:00,공주,0.069971435
4,02-13 14:00,공주,0.07140297
4,02-13 15:00,공주,0.07454448
4,02-13 16:00,공주,0.07454448
4,02-13 17:00,공주,0.07454448
4,02-13 18:00,공주,0.07527708
4,02-13 19:00,공주,0.07527708
4,02-13 20:00,공주,0.080723226
4,02-13 21:00,공주,0.08162412
4,02-13 22:00,공주,0.08271951
4,02-13 23:00,공주,0.08796763
4,02-14 00:00,공주,0.08796763
4,02-14 01:00,공주,0.09048854
4,02-14 02:00,공주,0.09048854
4,02-14 03:00,공주,0.09048854
4,02-14 04:00,공주,0.09048854
4,02-14 05:00,공주,0.090890944
4,02-14 06:00,공주,0.0929444
4,02-14 07:00,공주,0.09742208
4,02-14 08:00,공주,0.10114665
4,02-14 09:00,공주,0.10114665
4,02-14 10:00,공주,0.10114665
4,02-14 11:00,공주,0.10114665
4,02-14 12:00,공주,0.10114665
4,02-14 13:00,공주,0.104908995
4,02-14 14:00,공주,0.1051599
4,02-14 15:00,공주,0.1051599
4,02-14 16:00,공주,0.10776055
4,02-14 17:00,공주,0.10850723
4,02-14 18:00,공주,0.10850723
4,02-14 19:00,공주,0.10972516
4,02-14 20:00,공주,0.10972516
4,02-14 21:00,공주,0.11086598
4,02-14 22:00,공주,0.11086598
4,02-14 23:00,공주,0.11307751
4,02-17 00:00,공주,0.10525758
4,02-17 01:00,공주,0.10525758
4,02-17 02:00,공주,0.10525758
4,02-17 03:00,공주,0.10525758
4,02-17 04:00,공주,0.10411677
4,02-17 05:00,공주,0.10411677
4,02-17 06:00,공주,0.10411677
4,02-17 07:00,공주,0.10411677
4,02-17 08:00,공주,0.10411677
4,02-17 09:00,공주,0.10385579
4,02-17 10:00,공주,0.10385579
4,02-17 11:00,공주,0.10385579
4,02-17 12:00,공주,0.10385579
4,02-17 13:00,공주,0.10385579
4,02-17 14:00,공주,0.10385579
4,02-17 15:00,공주,0.10385579
4,02-17 16:00,공주,0.10385579
4,02-17 17:00,공주,0.10385579
4,02-17 18:00,공주,0.10348428
4,02-17 19:00,공주,0.10348428
4,02-17 20:00,공주,0.10348428
4,02-17 21:00,공주,0.10348428
4,02-17 22:00,공주,0.10348428
4,02-17 23:00,공주,0.10348428
4,02-18 00:00,공주,0.10348428
4,02-18 01:00,공주,0.10348428
4,02-18 02:00,공주,0.10348428
4,02-18 03:00,공주,0.10348428
4,02-18 04:00,공주,0.10348428
4,02-18 05:00,공주,0.10348428
4,02-18 06:00,공주,0.103417404
4,02-18 07:00,공주,0.103417404
4,02-18 08:00,공주,0.103417404
4,02-18 09:00,공주,0.103417404
4,02-18 10:00,공주,0.10405608
4,02-18 11:00,공주,0.10405608
4,02-18 12:00,공주,0.104371466
4,02-18 13:00,공주,0.104371466
4,02-18 14:00,공주,0.102855556
4,02-18 15:00,공주,0.102855556
4,02-18 16:00,공주,0.102855556
4,02-18 17:00,공주,0.102855556
4,02-18 18:00,공주,0.10331322
4,02-18 19:00,공주,0.10331322
4,02-18 20:00,공주,0.10331322
4,02-18 21:00,공주,0.10331322
4,02-18 22:00,공주,0.10281646
4,02-18 23:00,공주,0.10281646
4,02-19 00:00,공주,0.10281646
4,02-19 01:00,공주,0.103638455
4,02-19 02:00,공주,0.103638455
4,02-19 03:00,공주,0.103638455
4,02-19 04:00,공주,0.103638455
4,02-19 05:00,공주,0.103638455
4,02-19 06:00,공주,0.10348538
4,02-19 07:00,공주,0.10326678
4,02-19 08:00,공주,0.10326678
4,02-19 09:00,공주,0.10326678
4,02-19 10:00,공주,0.10326678
4,02-19 11:00,공주,0.10326678
4,02-19 12:00,공주,0.10284432
4,02-19 13:00,공주,0.10284432
4,02-19 14:00,공주,0.10284432
4,02-19 15:00,공주,0.10252886
4,02-19 16:00,공주,0.10252886
4,02-19 17:00,공주,0.10252886
4,02-19 18:00,공주,0.101087816
4,02-19 19:00,공주,0.101087816
4,02-19 20:00,공주,0.101087816
4,02-19 21:00,공주,0.101087816
4,02-19 22:00,공주,0.101087816
4,02-19 23:00,공주,0.101087816
4,02-22 00:00,공주,0.10165923
4,02-22 01:00,공주,0.10165923
4,02-22 02:00,공주,0.10165923
4,02-22 03:00,공주,0.10165923
4,02-22 04:00,공주,0.10073642
4,02-22 05:00,공주,0.10087487
4,02-22 06:00,공주,0.10104776
4,02-22 07:00,공주,0.10011769
4,02-22 08:00,공주,0.10103425
4,02-22 09:00,공주,0.10127173
4,02-22 10:00,공주,0.10374616
4,02-22 11:00,공주,0.10219358
4,02-22 12:00,공주,0.100657046
4,02-22 13:00,공주,0.102324426
4,02-22 14:00,공주,0.102324426
4,02-22 15:00,공주,0.101469696
